"rows";"cols";"tiles";"n_tiles"
"38";"12";"[[1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [3, 1], [3, 1], [3, 1], [4, 1], [5, 1], [6, 1], [8, 1], [9, 1], [9, 1], [9, 1], [2, 2], [16, 4], [12, 8], [16, 8], [11, 9]]";"20"
"26";"36";"[[1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [4, 1], [4, 1], [8, 1], [14, 1], [8, 2], [12, 2], [4, 4], [6, 4], [9, 8], [16, 9], [20, 10], [16, 11], [16, 14]]";"20"
"10";"24";"[[1, 1], [1, 1], [2, 1], [3, 1], [3, 1], [4, 1], [4, 1], [6, 1], [6, 1], [9, 1], [10, 1], [15, 1], [16, 1], [17, 1], [17, 1], [22, 1], [2, 2], [6, 2], [5, 4], [17, 4]]";"20"
"13";"25";"[[1, 1], [1, 1], [1, 1], [2, 1], [3, 1], [3, 1], [4, 1], [4, 1], [4, 1], [4, 1], [4, 1], [6, 1], [7, 1], [25, 1], [25, 1], [4, 2], [25, 2], [6, 3], [10, 3], [25, 5]]";"20"
"37";"11";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [2, 1], [4, 1], [4, 1], [4, 1], [5, 1], [8, 1], [9, 1], [23, 2], [6, 4], [23, 4], [30, 4], [13, 6]]";"20"
"11";"22";"[[1, 1], [1, 1], [2, 1], [3, 1], [3, 1], [3, 1], [4, 1], [4, 1], [4, 1], [6, 1], [12, 1], [18, 1], [2, 2], [2, 2], [5, 2], [5, 2], [3, 3], [6, 3], [19, 4], [10, 5]]";"20"
"12";"36";"[[3, 1], [4, 1], [4, 1], [6, 1], [6, 1], [6, 1], [11, 1], [21, 1], [26, 1], [36, 1], [6, 2], [6, 2], [6, 3], [6, 3], [7, 3], [36, 3], [6, 4], [6, 5], [6, 5], [6, 6]]";"20"
"30";"24";"[[4, 1], [9, 1], [13, 1], [14, 1], [14, 1], [14, 1], [16, 1], [16, 1], [16, 1], [13, 2], [16, 2], [16, 2], [13, 3], [13, 3], [14, 3], [16, 4], [9, 5], [9, 6], [13, 6], [17, 9]]";"20"
"28";"36";"[[2, 1], [2, 1], [3, 1], [4, 1], [7, 1], [7, 1], [12, 1], [16, 1], [16, 1], [5, 2], [6, 2], [11, 2], [12, 3], [7, 5], [7, 5], [17, 5], [9, 7], [12, 10], [31, 11], [15, 12]]";"20"
"24";"25";"[[1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [3, 1], [5, 1], [5, 1], [7, 1], [7, 1], [7, 1], [10, 2], [18, 2], [19, 2], [6, 4], [10, 4], [10, 6], [14, 8], [19, 12]]";"20"
"20";"32";"[[1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [3, 1], [3, 1], [3, 1], [7, 1], [12, 1], [16, 1], [16, 1], [6, 2], [16, 3], [6, 4], [31, 4], [10, 6], [16, 6], [16, 13]]";"20"
"21";"24";"[[1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [3, 1], [3, 1], [3, 1], [4, 1], [4, 1], [5, 1], [5, 1], [5, 1], [14, 1], [14, 1], [5, 2], [4, 4], [14, 4], [16, 10], [14, 14]]";"20"
"30";"39";"[[1, 1], [5, 1], [5, 1], [7, 1], [8, 1], [9, 1], [37, 1], [38, 1], [38, 1], [5, 3], [4, 4], [10, 4], [5, 5], [12, 5], [17, 5], [14, 6], [14, 7], [38, 8], [14, 9], [13, 13]]";"20"
"40";"25";"[[1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [5, 1], [6, 1], [6, 1], [8, 1], [14, 1], [14, 1], [5, 2], [5, 2], [5, 2], [6, 2], [15, 2], [6, 6], [18, 6], [25, 11], [25, 18]]";"20"
"12";"22";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [3, 1], [5, 1], [7, 1], [21, 1], [22, 1], [3, 2], [3, 2], [6, 2], [5, 3], [7, 3], [4, 4], [20, 6]]";"20"
"33";"17";"[[3, 1], [5, 1], [6, 1], [8, 1], [8, 1], [8, 1], [16, 1], [17, 1], [3, 2], [5, 2], [5, 2], [6, 2], [8, 2], [3, 3], [4, 4], [5, 4], [8, 4], [17, 4], [7, 5], [16, 16]]";"20"
"16";"10";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [3, 1], [4, 1], [7, 1], [10, 1], [4, 2], [4, 2], [6, 2], [7, 4], [9, 7]]";"20"
"36";"33";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [4, 1], [5, 1], [17, 1], [17, 1], [14, 2], [35, 2], [17, 3], [8, 4], [17, 5], [14, 6], [10, 7], [25, 7], [17, 15], [18, 16]]";"20"
"11";"13";"[[1, 1], [1, 1], [1, 1], [2, 1], [3, 1], [3, 1], [3, 1], [3, 1], [3, 1], [3, 1], [3, 1], [4, 1], [6, 1], [6, 1], [7, 1], [5, 2], [7, 2], [6, 3], [4, 4], [9, 4]]";"20"
"17";"27";"[[1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [4, 1], [5, 1], [7, 1], [7, 1], [7, 1], [9, 1], [11, 1], [11, 1], [26, 1], [7, 2], [16, 2], [16, 4], [9, 7], [16, 7], [10, 8]]";"20"
"14";"28";"[[2, 1], [2, 1], [2, 1], [3, 1], [3, 1], [3, 1], [3, 1], [3, 1], [5, 1], [8, 1], [14, 1], [28, 1], [5, 2], [22, 2], [12, 3], [14, 3], [16, 3], [8, 4], [14, 4], [8, 6]]";"20"
"34";"38";"[[1, 1], [1, 1], [1, 1], [2, 1], [4, 1], [6, 1], [8, 1], [13, 1], [15, 1], [15, 1], [15, 1], [18, 1], [34, 1], [18, 2], [22, 4], [7, 5], [13, 5], [11, 6], [33, 7], [29, 22]]";"20"
"10";"33";"[[1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [3, 1], [3, 1], [6, 1], [11, 1], [19, 1], [24, 1], [24, 1], [5, 2], [16, 2], [4, 4], [7, 4], [10, 4], [26, 4]]";"20"
"29";"14";"[[1, 1], [1, 1], [2, 1], [2, 1], [3, 1], [3, 1], [3, 1], [5, 1], [5, 1], [13, 1], [13, 1], [3, 2], [4, 2], [7, 2], [7, 2], [16, 2], [4, 4], [9, 4], [16, 7], [13, 9]]";"20"
"32";"29";"[[1, 1], [2, 1], [4, 1], [7, 1], [7, 1], [8, 1], [9, 1], [9, 1], [16, 1], [19, 1], [16, 2], [16, 4], [8, 5], [7, 6], [8, 6], [16, 6], [8, 7], [12, 7], [16, 9], [16, 15]]";"20"
"29";"34";"[[1, 1], [2, 1], [2, 1], [4, 1], [4, 1], [8, 1], [9, 1], [10, 1], [14, 1], [5, 2], [7, 2], [14, 2], [19, 2], [19, 2], [7, 3], [8, 4], [18, 4], [8, 5], [19, 5], [34, 16]]";"20"
"10";"10";"[[1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [2, 1], [3, 1], [3, 1], [3, 1], [4, 1], [4, 1], [5, 1], [6, 1], [6, 1], [4, 2], [4, 2], [6, 3], [5, 4]]";"20"
"29";"31";"[[2, 1], [3, 1], [4, 1], [4, 1], [11, 1], [11, 1], [13, 1], [16, 1], [16, 1], [16, 1], [13, 2], [9, 3], [11, 3], [16, 3], [18, 4], [24, 4], [6, 5], [8, 6], [15, 9], [24, 12]]";"20"
"17";"14";"[[1, 1], [2, 1], [2, 1], [2, 1], [2, 1], [3, 1], [4, 1], [4, 1], [4, 1], [6, 1], [6, 1], [7, 1], [7, 1], [8, 1], [8, 1], [12, 1], [16, 1], [16, 1], [16, 2], [16, 6]]";"20"
"29";"11";"[[1, 1], [1, 1], [2, 1], [4, 1], [4, 1], [6, 1], [7, 1], [7, 1], [7, 1], [7, 1], [8, 1], [9, 1], [9, 1], [14, 1], [16, 1], [16, 1], [5, 3], [8, 3], [13, 6], [12, 7]]";"20"
"17";"15";"[[1, 1], [2, 1], [2, 1], [2, 1], [3, 1], [3, 1], [3, 1], [4, 1], [5, 1], [6, 1], [6, 1], [9, 1], [9, 1], [9, 1], [13, 1], [8, 2], [11, 2], [14, 2], [8, 4], [10, 8]]";"20"
"16";"34";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [4, 1], [4, 1], [6, 1], [9, 1], [18, 1], [24, 1], [6, 2], [24, 3], [9, 4], [8, 5], [10, 5], [16, 5], [30, 6]]";"20"
"38";"27";"[[2, 1], [2, 1], [4, 1], [4, 1], [9, 1], [9, 1], [10, 1], [10, 1], [10, 1], [20, 1], [37, 1], [4, 2], [12, 2], [21, 2], [27, 2], [22, 4], [20, 5], [13, 6], [15, 13], [20, 16]]";"20"
"26";"30";"[[1, 1], [2, 1], [2, 1], [3, 1], [3, 1], [7, 1], [9, 1], [9, 1], [10, 1], [15, 1], [7, 2], [7, 2], [8, 2], [8, 4], [7, 5], [8, 6], [8, 7], [9, 8], [19, 8], [28, 10]]";"20"
"15";"33";"[[1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [4, 1], [4, 1], [4, 1], [10, 1], [33, 1], [33, 1], [2, 2], [4, 2], [4, 2], [13, 3], [14, 3], [20, 3], [10, 4], [33, 6]]";"20"
"11";"23";"[[1, 1], [1, 1], [2, 1], [3, 1], [4, 1], [4, 1], [4, 1], [4, 1], [4, 1], [6, 1], [17, 1], [20, 1], [23, 1], [2, 2], [4, 3], [4, 3], [4, 4], [6, 4], [9, 4], [14, 4]]";"20"
"25";"34";"[[1, 1], [1, 1], [2, 1], [2, 1], [4, 1], [4, 1], [11, 1], [12, 1], [15, 1], [11, 2], [24, 2], [16, 3], [24, 3], [11, 4], [22, 4], [9, 5], [16, 5], [22, 5], [9, 6], [17, 11]]";"20"
"34";"37";"[[1, 1], [1, 1], [4, 1], [6, 1], [6, 1], [7, 1], [12, 1], [13, 1], [14, 1], [16, 1], [18, 1], [21, 1], [27, 1], [27, 2], [27, 3], [27, 4], [33, 4], [6, 5], [28, 5], [27, 21]]";"20"
"11";"24";"[[1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [4, 1], [4, 1], [4, 1], [6, 1], [6, 1], [9, 1], [9, 1], [10, 1], [20, 1], [24, 1], [8, 2], [4, 3], [4, 4], [5, 4], [24, 4]]";"20"
"30";"17";"[[1, 1], [4, 1], [9, 1], [10, 1], [10, 1], [14, 1], [14, 1], [14, 1], [14, 1], [14, 1], [16, 1], [10, 2], [10, 3], [4, 4], [5, 4], [10, 4], [6, 6], [8, 6], [14, 6], [16, 6]]";"20"
"26";"20";"[[1, 1], [2, 1], [2, 1], [2, 1], [2, 1], [4, 1], [7, 1], [7, 1], [9, 1], [6, 2], [6, 2], [6, 2], [9, 2], [16, 2], [16, 2], [3, 3], [5, 3], [7, 4], [10, 9], [16, 14]]";"20"
"25";"36";"[[1, 1], [1, 1], [1, 1], [3, 1], [5, 1], [7, 1], [9, 1], [9, 1], [9, 1], [10, 1], [11, 1], [16, 1], [6, 2], [9, 2], [25, 2], [4, 3], [21, 3], [31, 7], [16, 10], [26, 11]]";"20"
"23";"30";"[[1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [5, 1], [7, 1], [7, 1], [7, 1], [2, 2], [2, 2], [3, 2], [7, 2], [7, 4], [8, 4], [7, 6], [7, 6], [30, 16]]";"20"
"34";"33";"[[1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1], [13, 1], [27, 1], [33, 1], [7, 2], [23, 2], [5, 4], [6, 4], [23, 4], [33, 25]]";"20"
"11";"16";"[[1, 1], [1, 1], [2, 1], [3, 1], [4, 1], [4, 1], [4, 1], [5, 1], [5, 1], [6, 1], [6, 1], [7, 1], [10, 1], [2, 2], [3, 2], [4, 3], [4, 3], [6, 3], [6, 5], [6, 6]]";"20"
"19";"40";"[[1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [6, 1], [20, 1], [35, 1], [6, 2], [6, 2], [14, 2], [20, 2], [35, 2], [3, 3], [5, 3], [10, 4], [8, 5], [17, 6], [16, 10], [15, 11]]";"20"
"12";"38";"[[1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [4, 1], [8, 1], [9, 1], [10, 1], [17, 1], [24, 1], [38, 1], [3, 2], [10, 2], [17, 3], [21, 3], [26, 3], [28, 3], [9, 4]]";"20"
"36";"37";"[[4, 1], [10, 1], [11, 1], [11, 1], [11, 1], [18, 1], [25, 1], [33, 1], [35, 1], [35, 1], [10, 2], [35, 2], [11, 3], [35, 3], [35, 4], [11, 7], [11, 7], [11, 10], [18, 14], [17, 15]]";"20"
"27";"37";"[[1, 1], [5, 1], [11, 1], [11, 1], [11, 1], [11, 1], [15, 1], [16, 1], [16, 1], [7, 2], [11, 2], [16, 2], [16, 4], [6, 5], [10, 5], [11, 5], [9, 7], [11, 7], [22, 11], [23, 11]]";"20"
"20";"30";"[[1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [3, 1], [3, 1], [4, 1], [4, 1], [5, 1], [10, 1], [15, 1], [16, 1], [16, 1], [16, 1], [20, 1], [20, 2], [7, 4], [16, 8], [19, 15]]";"20"
"10";"36";"[[1, 1], [1, 1], [2, 1], [4, 1], [6, 1], [8, 1], [9, 1], [10, 1], [10, 1], [14, 1], [16, 1], [19, 1], [20, 1], [26, 1], [36, 1], [36, 1], [4, 2], [9, 2], [22, 2], [36, 2]]";"20"
"15";"15";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [3, 1], [5, 1], [8, 1], [10, 1], [15, 1], [4, 2], [5, 2], [6, 2], [6, 2], [10, 2], [5, 3], [6, 3], [9, 3], [11, 5]]";"20"
"30";"22";"[[2, 1], [2, 1], [3, 1], [4, 1], [4, 1], [5, 1], [7, 1], [14, 1], [16, 1], [16, 1], [16, 1], [18, 1], [18, 1], [4, 2], [5, 2], [14, 2], [18, 2], [21, 5], [21, 8], [18, 10]]";"20"
"31";"24";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [3, 1], [5, 1], [8, 1], [13, 1], [15, 1], [15, 1], [16, 1], [13, 2], [19, 2], [19, 4], [19, 8], [23, 16]]";"20"
"38";"36";"[[1, 1], [1, 1], [1, 1], [7, 1], [24, 1], [24, 1], [26, 1], [31, 1], [37, 1], [4, 2], [4, 2], [5, 2], [7, 2], [37, 2], [7, 4], [12, 4], [12, 5], [31, 6], [15, 12], [25, 24]]";"20"
"14";"19";"[[1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [3, 1], [3, 1], [3, 1], [14, 1], [14, 1], [15, 1], [19, 1], [3, 2], [3, 2], [14, 2], [3, 3], [6, 3], [8, 3], [10, 5], [8, 6]]";"20"
"24";"40";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [3, 1], [6, 1], [8, 1], [12, 1], [20, 1], [12, 2], [12, 2], [20, 2], [6, 3], [8, 3], [12, 3], [20, 5], [14, 8], [26, 8], [40, 8]]";"20"
"37";"11";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [3, 1], [3, 1], [3, 1], [8, 1], [9, 1], [11, 1], [16, 1], [18, 1], [36, 1], [36, 8]]";"20"
"15";"33";"[[1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [3, 1], [3, 1], [8, 1], [21, 1], [23, 1], [23, 1], [29, 1], [2, 2], [2, 2], [5, 2], [7, 2], [23, 2], [33, 9]]";"20"
"17";"17";"[[1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [3, 1], [3, 1], [4, 1], [6, 1], [6, 1], [12, 1], [16, 1], [16, 1], [6, 2], [6, 2], [7, 2], [7, 2], [6, 5], [16, 5], [9, 6]]";"20"
"16";"25";"[[1, 1], [1, 1], [2, 1], [4, 1], [6, 1], [6, 1], [11, 1], [14, 1], [15, 1], [21, 1], [21, 1], [21, 1], [25, 1], [4, 2], [10, 3], [6, 4], [5, 5], [6, 5], [11, 5], [16, 5]]";"20"
"13";"18";"[[1, 1], [1, 1], [2, 1], [3, 1], [3, 1], [4, 1], [4, 1], [7, 1], [7, 1], [8, 1], [8, 1], [8, 1], [2, 2], [5, 2], [6, 2], [6, 2], [7, 2], [7, 4], [11, 4], [9, 6]]";"20"
"32";"35";"[[2, 1], [7, 1], [7, 1], [8, 1], [9, 1], [14, 1], [14, 1], [14, 1], [21, 1], [4, 2], [19, 2], [10, 3], [14, 3], [26, 3], [10, 4], [26, 4], [8, 6], [35, 8], [10, 9], [19, 14]]";"20"
"27";"33";"[[1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [2, 1], [3, 1], [4, 1], [11, 1], [11, 1], [16, 1], [16, 1], [16, 1], [4, 2], [6, 2], [6, 2], [16, 2], [16, 6], [28, 11], [21, 16]]";"20"
"22";"25";"[[1, 1], [4, 1], [4, 1], [5, 1], [5, 1], [6, 1], [10, 1], [16, 1], [24, 1], [4, 2], [4, 2], [11, 2], [16, 2], [16, 2], [11, 3], [4, 4], [11, 4], [16, 5], [18, 5], [11, 10]]";"20"
"15";"32";"[[1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [2, 1], [4, 1], [5, 1], [6, 1], [18, 1], [32, 1], [5, 2], [18, 2], [18, 2], [5, 3], [7, 3], [20, 3], [10, 4], [31, 6]]";"20"
"21";"33";"[[1, 1], [2, 1], [3, 1], [3, 1], [4, 1], [4, 1], [4, 1], [5, 1], [10, 1], [19, 1], [3, 2], [4, 2], [7, 2], [16, 2], [17, 2], [16, 3], [7, 4], [19, 4], [28, 6], [28, 8]]";"20"
"18";"36";"[[1, 1], [1, 1], [1, 1], [4, 1], [4, 1], [4, 1], [9, 1], [12, 1], [16, 1], [26, 1], [36, 1], [4, 2], [25, 2], [4, 4], [5, 4], [5, 4], [25, 4], [25, 4], [14, 5], [25, 6]]";"20"
"24";"16";"[[1, 1], [1, 1], [2, 1], [3, 1], [8, 1], [8, 1], [8, 1], [8, 1], [9, 1], [3, 2], [6, 2], [9, 2], [9, 2], [5, 4], [6, 4], [14, 4], [6, 5], [10, 5], [12, 5], [7, 6]]";"20"
"17";"31";"[[1, 1], [1, 1], [1, 1], [3, 1], [3, 1], [4, 1], [4, 1], [5, 1], [5, 1], [5, 1], [7, 1], [20, 1], [10, 3], [5, 5], [5, 5], [9, 5], [9, 6], [20, 6], [11, 8], [9, 9]]";"20"
"38";"24";"[[1, 1], [1, 1], [2, 1], [5, 1], [10, 1], [12, 1], [14, 1], [20, 1], [3, 2], [4, 2], [10, 2], [13, 2], [14, 2], [16, 2], [24, 2], [13, 4], [19, 4], [19, 4], [19, 9], [19, 16]]";"20"
"20";"15";"[[1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [4, 1], [4, 1], [4, 1], [4, 1], [4, 1], [7, 1], [2, 2], [6, 2], [9, 2], [16, 2], [16, 2], [16, 2], [16, 2], [8, 3], [16, 5]]";"20"
"37";"25";"[[2, 1], [5, 1], [6, 1], [19, 1], [20, 1], [24, 1], [24, 1], [24, 1], [25, 1], [25, 1], [30, 1], [36, 1], [36, 1], [36, 1], [2, 2], [4, 2], [4, 2], [24, 2], [19, 11], [24, 14]]";"20"
"36";"17";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [4, 1], [4, 1], [11, 1], [13, 1], [24, 1], [4, 3], [35, 3], [9, 4], [13, 10], [20, 13]]";"20"
"29";"15";"[[1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [2, 1], [3, 1], [4, 1], [5, 1], [11, 1], [12, 1], [13, 1], [16, 1], [5, 2], [9, 2], [9, 2], [14, 5], [14, 6], [16, 10]]";"20"
"37";"22";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [4, 1], [11, 1], [12, 1], [12, 1], [17, 1], [18, 1], [24, 1], [36, 1], [36, 1], [36, 1], [36, 2], [11, 3], [36, 4], [32, 11]]";"20"
"34";"32";"[[1, 1], [3, 1], [4, 1], [7, 1], [9, 1], [17, 1], [20, 1], [20, 1], [24, 1], [28, 1], [33, 1], [8, 2], [25, 2], [4, 3], [9, 3], [33, 3], [8, 4], [25, 4], [17, 8], [25, 18]]";"20"
"26";"27";"[[1, 1], [4, 1], [4, 1], [5, 1], [9, 1], [12, 1], [16, 1], [16, 1], [5, 2], [6, 2], [6, 2], [4, 3], [6, 3], [12, 3], [5, 4], [9, 5], [16, 5], [10, 6], [10, 10], [23, 10]]";"20"
"11";"27";"[[1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [4, 1], [6, 1], [7, 1], [13, 1], [14, 1], [15, 1], [22, 1], [2, 2], [6, 2], [5, 4], [6, 4], [6, 4], [15, 4], [16, 4]]";"20"
"26";"14";"[[1, 1], [2, 1], [2, 1], [3, 1], [4, 1], [5, 1], [8, 1], [9, 1], [9, 1], [10, 1], [10, 1], [10, 1], [10, 1], [16, 1], [8, 3], [16, 3], [10, 4], [9, 5], [8, 6], [10, 6]]";"20"
"28";"14";"[[1, 1], [1, 1], [3, 1], [4, 1], [4, 1], [4, 1], [6, 1], [6, 1], [8, 1], [12, 1], [3, 2], [3, 2], [3, 2], [4, 2], [6, 2], [5, 3], [9, 3], [8, 4], [11, 8], [13, 11]]";"20"
"38";"40";"[[1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [4, 1], [7, 1], [8, 1], [18, 1], [22, 1], [6, 2], [7, 2], [7, 6], [9, 7], [20, 7], [12, 10], [14, 12], [16, 12], [39, 18]]";"20"
"34";"39";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [3, 1], [5, 1], [9, 1], [10, 1], [10, 1], [13, 1], [18, 1], [20, 1], [28, 1], [30, 1], [33, 1], [15, 3], [20, 4], [35, 29]]";"20"
"13";"18";"[[1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [2, 1], [3, 1], [3, 1], [4, 1], [4, 1], [7, 1], [3, 2], [7, 2], [14, 2], [4, 3], [6, 3], [8, 4], [9, 4], [14, 4]]";"20"
"20";"19";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [5, 1], [5, 1], [5, 1], [5, 1], [2, 2], [4, 2], [5, 2], [7, 2], [9, 2], [18, 4], [14, 7], [16, 8]]";"20"
"16";"10";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [3, 1], [6, 1], [6, 1], [6, 1], [9, 1], [10, 1], [10, 1], [10, 1], [6, 2], [6, 2], [3, 3], [6, 3], [6, 3], [6, 4]]";"20"
"30";"17";"[[1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [2, 1], [3, 1], [4, 1], [4, 1], [11, 1], [12, 1], [12, 1], [5, 2], [6, 2], [16, 2], [16, 4], [16, 6], [17, 14]]";"20"
"21";"20";"[[1, 1], [2, 1], [4, 1], [4, 1], [7, 1], [10, 1], [10, 1], [10, 1], [16, 1], [3, 2], [4, 2], [16, 2], [7, 3], [10, 3], [10, 3], [12, 3], [4, 4], [10, 4], [19, 5], [7, 6]]";"20"
"12";"24";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [3, 1], [3, 1], [4, 1], [10, 1], [24, 1], [4, 2], [14, 2], [18, 2], [10, 4], [24, 5]]";"20"
"22";"17";"[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [5, 1], [11, 1], [11, 1], [13, 1], [16, 1], [16, 1], [16, 1], [4, 2], [5, 2], [16, 2], [4, 4], [16, 4], [9, 5], [7, 6], [9, 6]]";"20"
"35";"25";"[[1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [4, 1], [4, 1], [6, 1], [13, 1], [15, 1], [15, 1], [19, 3], [5, 4], [5, 4], [9, 4], [13, 5], [10, 6], [11, 6], [18, 6], [20, 19]]";"20"
"10";"33";"[[1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [4, 1], [5, 1], [5, 1], [6, 1], [6, 1], [7, 1], [8, 1], [14, 1], [20, 1], [22, 1], [26, 1], [33, 1], [15, 5], [18, 5]]";"20"
"26";"13";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [4, 1], [8, 1], [10, 1], [10, 1], [10, 1], [16, 1], [4, 2], [16, 2], [7, 4], [7, 6], [16, 10]]";"20"
"32";"19";"[[2, 1], [2, 1], [2, 1], [2, 1], [3, 1], [6, 1], [8, 1], [13, 1], [13, 1], [13, 1], [16, 1], [3, 2], [6, 2], [9, 2], [4, 3], [4, 4], [19, 4], [10, 8], [10, 8], [19, 12]]";"20"
"40";"25";"[[1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [4, 1], [6, 1], [6, 1], [6, 1], [7, 1], [7, 1], [13, 1], [16, 1], [16, 1], [18, 1], [19, 1], [23, 1], [33, 1], [39, 1], [39, 20]]";"20"
"16";"29";"[[1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [2, 1], [3, 1], [3, 1], [7, 1], [8, 1], [14, 1], [22, 1], [24, 1], [6, 2], [3, 3], [4, 4], [6, 4], [10, 4], [14, 4], [24, 9]]";"20"
"31";"24";"[[1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [4, 1], [5, 1], [5, 1], [7, 1], [9, 1], [15, 1], [2, 2], [4, 2], [10, 2], [15, 2], [7, 6], [13, 7], [20, 9], [21, 15]]";"20"
"33";"26";"[[2, 1], [4, 1], [9, 1], [9, 1], [11, 1], [11, 1], [13, 1], [2, 2], [2, 2], [3, 2], [5, 2], [5, 2], [16, 2], [18, 2], [22, 2], [22, 3], [22, 4], [22, 5], [17, 7], [18, 15]]";"20"
"19";"11";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [3, 1], [4, 1], [6, 1], [13, 1], [13, 1], [3, 2], [4, 2], [6, 3], [7, 3], [9, 3], [13, 6]]";"20"
"13";"24";"[[1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [2, 1], [4, 1], [14, 1], [14, 1], [14, 1], [14, 1], [15, 1], [15, 1], [4, 2], [7, 2], [7, 2], [14, 2], [9, 4], [14, 5], [7, 6]]";"20"
"28";"20";"[[1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [3, 1], [5, 1], [7, 1], [7, 1], [8, 1], [8, 1], [9, 1], [11, 1], [16, 1], [16, 1], [16, 1], [5, 2], [16, 4], [16, 9], [19, 12]]";"20"
"18";"25";"[[1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [3, 1], [3, 1], [4, 1], [5, 1], [6, 1], [7, 1], [8, 1], [5, 2], [19, 2], [9, 5], [14, 5], [9, 9], [16, 10]]";"20"
"36";"20";"[[1, 1], [1, 1], [2, 1], [2, 1], [4, 1], [4, 1], [6, 1], [10, 1], [14, 1], [16, 1], [17, 1], [18, 1], [18, 1], [24, 1], [30, 1], [35, 1], [6, 2], [9, 2], [16, 8], [24, 15]]";"20"
"16";"39";"[[1, 1], [2, 1], [2, 1], [3, 1], [6, 1], [6, 1], [6, 1], [6, 1], [21, 1], [21, 1], [21, 1], [29, 1], [37, 1], [5, 2], [21, 2], [7, 4], [12, 4], [20, 4], [14, 5], [37, 5]]";"20"
