"rows";"cols";"tiles";"n_tiles";"external_id"
"14";"61";"[[3, 1], [4, 1], [12, 1], [5, 2], [6, 2], [8, 2], [12, 2], [4, 3], [10, 3], [8, 4], [11, 4], [6, 5], [9, 5], [10, 6], [8, 7], [11, 7], [9, 8], [12, 8], [11, 9], [12, 10]]";"20";"23094"
"18";"53";"[[2, 1], [9, 1], [12, 1], [10, 2], [11, 2], [13, 2], [4, 3], [9, 3], [10, 3], [11, 3], [12, 3], [7, 5], [14, 5], [9, 6], [10, 6], [14, 6], [9, 7], [10, 9], [14, 9], [13, 11]]";"20";"23307"
"18";"53";"[[3, 1], [12, 1], [6, 2], [8, 2], [9, 2], [12, 2], [8, 3], [12, 3], [9, 4], [10, 4], [11, 4], [12, 5], [7, 6], [8, 6], [11, 6], [9, 8], [10, 8], [10, 9], [11, 9], [12, 11]]";"20";"23120"
"18";"53";"[[4, 1], [9, 1], [11, 1], [11, 2], [5, 3], [7, 3], [8, 3], [10, 3], [7, 4], [11, 4], [8, 5], [9, 5], [8, 6], [12, 6], [8, 7], [9, 7], [10, 8], [10, 9], [12, 10], [12, 11]]";"20";"23090"
"29";"31";"[[4, 1], [8, 1], [9, 1], [11, 1], [8, 2], [5, 3], [10, 3], [12, 3], [5, 4], [6, 4], [6, 5], [10, 5], [11, 5], [9, 6], [11, 6], [9, 7], [11, 8], [10, 9], [11, 10], [12, 10]]";"20";"23149"
"29";"31";"[[5, 1], [6, 1], [12, 1], [7, 2], [9, 2], [10, 2], [9, 3], [6, 4], [11, 4], [8, 5], [9, 5], [10, 5], [11, 5], [7, 6], [8, 6], [11, 7], [12, 7], [10, 8], [11, 8], [12, 10]]";"20";"23089"
"18";"41";"[[3, 1], [4, 1], [5, 1], [8, 1], [12, 1], [3, 2], [8, 2], [4, 3], [7, 3], [6, 4], [7, 4], [11, 4], [12, 4], [12, 5], [7, 6], [11, 6], [9, 8], [10, 8], [11, 8], [11, 9]]";"20";"23155"
"18";"41";"[[5, 1], [6, 1], [8, 1], [3, 2], [4, 2], [10, 2], [11, 2], [4, 3], [8, 3], [10, 3], [11, 4], [8, 5], [9, 5], [11, 5], [8, 6], [9, 6], [9, 7], [11, 7], [9, 8], [11, 9]]";"20";"23077"
"21";"41";"[[2, 1], [5, 1], [8, 1], [9, 2], [6, 3], [9, 3], [10, 3], [5, 4], [6, 4], [11, 4], [12, 4], [8, 5], [9, 5], [12, 5], [12, 6], [9, 7], [10, 7], [9, 8], [12, 8], [11, 9]]";"20";"23152"
"21";"41";"[[2, 1], [4, 1], [5, 1], [8, 1], [4, 2], [8, 2], [10, 2], [9, 3], [6, 4], [10, 4], [12, 4], [8, 5], [11, 5], [8, 7], [9, 7], [11, 7], [9, 8], [12, 8], [10, 9], [11, 10]]";"20";"23131"
"21";"41";"[[2, 1], [3, 1], [5, 1], [10, 1], [11, 1], [5, 3], [10, 3], [7, 4], [7, 5], [8, 5], [10, 5], [11, 5], [7, 6], [11, 6], [8, 7], [9, 7], [10, 7], [10, 8], [10, 9], [11, 10]]";"20";"23075"
"18";"43";"[[3, 1], [5, 1], [6, 1], [5, 2], [9, 2], [10, 2], [6, 3], [8, 3], [5, 4], [7, 4], [10, 4], [11, 4], [7, 5], [8, 5], [11, 5], [10, 7], [11, 7], [9, 8], [10, 9], [11, 9]]";"20";"23073"
"13";"67";"[[2, 1], [3, 1], [9, 1], [10, 1], [3, 2], [8, 2], [10, 3], [11, 3], [5, 4], [9, 4], [10, 5], [9, 6], [10, 6], [11, 6], [8, 7], [9, 7], [11, 7], [10, 8], [10, 9], [11, 10]]";"20";"23064"
"20";"38";"[[5, 1], [6, 1], [8, 1], [7, 2], [5, 3], [6, 3], [7, 3], [8, 3], [10, 3], [6, 4], [7, 4], [10, 4], [6, 5], [7, 6], [9, 6], [11, 6], [8, 7], [10, 7], [11, 9], [11, 10]]";"20";"23045"
"11";"62";"[[6, 1], [7, 1], [3, 2], [6, 2], [7, 2], [8, 2], [4, 3], [6, 3], [11, 3], [5, 4], [6, 4], [8, 4], [6, 5], [8, 5], [10, 5], [11, 5], [8, 7], [9, 8], [10, 8], [11, 9]]";"20";"23049"
"11";"62";"[[4, 1], [10, 1], [3, 2], [7, 2], [9, 2], [10, 2], [4, 3], [7, 3], [10, 3], [5, 4], [7, 4], [11, 4], [6, 5], [7, 5], [9, 5], [10, 5], [11, 5], [10, 7], [10, 8], [10, 9]]";"20";"23043"
"19";"38";"[[3, 1], [9, 1], [12, 1], [5, 2], [11, 2], [4, 3], [7, 3], [9, 3], [5, 4], [6, 4], [7, 4], [8, 4], [7, 5], [7, 6], [8, 6], [11, 6], [9, 7], [11, 7], [9, 8], [11, 9]]";"20";"23119"
"19";"38";"[[4, 1], [5, 1], [7, 1], [3, 2], [6, 2], [7, 2], [8, 2], [10, 2], [4, 3], [10, 3], [11, 3], [10, 4], [11, 4], [7, 5], [9, 5], [10, 5], [9, 8], [11, 8], [10, 9], [11, 9]]";"20";"23041"
"27";"31";"[[3, 1], [4, 1], [4, 2], [9, 2], [12, 2], [5, 3], [12, 3], [5, 4], [6, 4], [7, 4], [10, 4], [6, 5], [12, 5], [13, 5], [9, 6], [12, 6], [11, 7], [9, 8], [11, 8], [11, 9]]";"20";"23312"
"27";"31";"[[7, 1], [9, 1], [11, 1], [3, 2], [5, 2], [12, 2], [6, 3], [10, 3], [11, 3], [13, 3], [5, 4], [12, 4], [6, 5], [9, 5], [10, 6], [12, 6], [9, 7], [10, 7], [11, 10], [12, 11]]";"20";"23248"
"27";"31";"[[4, 1], [8, 1], [10, 2], [11, 2], [12, 2], [13, 2], [10, 3], [13, 3], [5, 4], [9, 4], [10, 4], [13, 4], [6, 5], [7, 5], [7, 6], [12, 6], [8, 7], [9, 7], [11, 8], [13, 10]]";"20";"23220"
"27";"31";"[[3, 1], [10, 1], [3, 2], [10, 2], [4, 3], [6, 3], [11, 3], [5, 4], [7, 4], [9, 4], [11, 4], [6, 5], [8, 5], [8, 7], [9, 7], [11, 7], [9, 8], [10, 8], [10, 9], [11, 9]]";"20";"23038"
"12";"61";"[[3, 1], [7, 1], [10, 1], [3, 2], [7, 2], [8, 2], [5, 3], [7, 3], [9, 3], [10, 3], [11, 3], [7, 4], [7, 5], [10, 5], [11, 5], [9, 6], [10, 6], [10, 7], [11, 8], [11, 10]]";"20";"23060"
"12";"61";"[[3, 1], [4, 1], [6, 1], [3, 2], [5, 2], [6, 2], [4, 3], [7, 3], [11, 3], [5, 4], [10, 4], [8, 5], [11, 5], [7, 6], [8, 6], [9, 6], [11, 6], [10, 7], [10, 8], [11, 10]]";"20";"23036"
"21";"33";"[[9, 1], [4, 2], [5, 2], [6, 2], [7, 2], [9, 2], [6, 3], [8, 3], [9, 3], [6, 4], [6, 5], [7, 5], [8, 5], [10, 5], [7, 6], [9, 6], [11, 6], [9, 7], [11, 7], [9, 8]]";"20";"23030"
"24";"30";"[[2, 1], [3, 1], [5, 1], [9, 1], [3, 2], [6, 2], [7, 2], [11, 2], [4, 3], [10, 3], [8, 4], [8, 5], [11, 5], [7, 6], [8, 6], [10, 6], [8, 7], [9, 7], [11, 9], [11, 10]]";"20";"23027"
"19";"37";"[[3, 1], [4, 1], [12, 1], [5, 2], [6, 2], [9, 2], [11, 2], [6, 3], [8, 3], [9, 3], [7, 4], [9, 4], [12, 4], [8, 5], [10, 5], [10, 6], [8, 7], [10, 7], [11, 7], [11, 8]]";"20";"23105"
"19";"37";"[[4, 1], [5, 1], [7, 1], [9, 1], [10, 1], [11, 1], [6, 2], [8, 2], [9, 2], [10, 2], [5, 3], [5, 4], [10, 5], [8, 6], [11, 6], [9, 7], [10, 7], [11, 7], [9, 8], [11, 10]]";"20";"23020"
"26";"31";"[[4, 1], [7, 1], [8, 1], [12, 1], [8, 2], [9, 2], [11, 2], [4, 3], [5, 3], [11, 3], [12, 3], [9, 4], [10, 4], [7, 5], [12, 5], [8, 7], [10, 7], [12, 7], [11, 10], [12, 11]]";"20";"23173"
"26";"31";"[[3, 1], [8, 1], [6, 2], [10, 2], [11, 2], [4, 3], [5, 3], [9, 3], [6, 4], [10, 4], [6, 5], [7, 5], [9, 5], [8, 6], [10, 6], [8, 7], [9, 8], [11, 8], [10, 9], [11, 9]]";"20";"23018"
"12";"59";"[[2, 1], [5, 1], [9, 1], [3, 2], [5, 2], [6, 2], [11, 2], [6, 3], [5, 4], [6, 4], [10, 4], [8, 5], [9, 5], [8, 6], [9, 6], [10, 6], [8, 7], [10, 7], [11, 7], [10, 9]]";"20";"23017"
"17";"47";"[[3, 1], [5, 1], [8, 1], [9, 1], [4, 2], [5, 2], [6, 2], [7, 2], [8, 2], [7, 3], [7, 4], [9, 4], [10, 4], [9, 7], [10, 7], [11, 7], [10, 8], [10, 9], [11, 9], [11, 10]]";"20";"23015"
"22";"33";"[[3, 1], [9, 1], [11, 1], [4, 2], [7, 2], [8, 2], [7, 3], [11, 3], [5, 4], [8, 4], [9, 4], [11, 4], [6, 5], [7, 5], [8, 5], [10, 5], [9, 7], [9, 8], [10, 9], [11, 9]]";"20";"23013"
"13";"55";"[[3, 1], [4, 1], [6, 1], [10, 1], [11, 1], [8, 2], [11, 2], [9, 3], [10, 3], [6, 4], [10, 4], [6, 5], [7, 5], [8, 5], [10, 5], [7, 6], [10, 7], [11, 7], [11, 8], [10, 9]]";"20";"23048"
"13";"55";"[[2, 1], [6, 1], [8, 1], [10, 1], [4, 2], [10, 2], [5, 3], [7, 3], [9, 3], [7, 4], [7, 5], [8, 5], [9, 5], [10, 5], [11, 5], [7, 6], [9, 6], [10, 6], [10, 9], [11, 9]]";"20";"23011"
"27";"29";"[[4, 1], [6, 1], [8, 1], [9, 1], [11, 1], [12, 1], [10, 2], [12, 2], [9, 3], [11, 3], [6, 4], [10, 4], [11, 4], [8, 5], [11, 6], [12, 6], [11, 7], [10, 8], [12, 8], [10, 9]]";"20";"23107"
"27";"29";"[[4, 1], [5, 1], [6, 1], [8, 1], [10, 1], [6, 2], [7, 2], [5, 3], [10, 3], [5, 4], [7, 5], [7, 6], [9, 6], [10, 6], [9, 7], [10, 7], [11, 7], [10, 8], [11, 8], [10, 9]]";"20";"23040"
"27";"29";"[[2, 1], [6, 1], [6, 2], [7, 2], [8, 2], [9, 2], [10, 2], [7, 3], [11, 3], [6, 4], [11, 4], [9, 5], [10, 5], [11, 5], [8, 6], [11, 6], [10, 7], [11, 7], [9, 8], [10, 9]]";"20";"23010"
"13";"49";"[[4, 1], [6, 1], [8, 1], [9, 1], [11, 1], [5, 2], [6, 2], [7, 2], [4, 3], [7, 3], [8, 3], [9, 3], [5, 4], [11, 4], [11, 5], [7, 6], [9, 7], [11, 7], [11, 8], [10, 9]]";"20";"23009"
"15";"53";"[[2, 1], [3, 1], [5, 1], [6, 1], [9, 1], [10, 1], [3, 2], [6, 2], [7, 2], [8, 2], [11, 3], [10, 4], [8, 5], [8, 6], [8, 7], [10, 7], [11, 7], [12, 8], [12, 10], [12, 11]]";"20";"23093"
"15";"53";"[[2, 1], [4, 1], [9, 1], [10, 1], [11, 1], [7, 2], [8, 2], [4, 3], [6, 4], [7, 4], [10, 4], [6, 5], [11, 5], [7, 6], [10, 6], [10, 7], [10, 8], [11, 8], [10, 9], [11, 10]]";"20";"23008"
"11";"68";"[[4, 1], [7, 1], [8, 1], [10, 1], [7, 2], [9, 2], [11, 2], [4, 3], [8, 3], [5, 4], [6, 4], [10, 4], [7, 5], [9, 5], [11, 5], [7, 6], [10, 8], [11, 8], [10, 9], [11, 10]]";"20";"23004"
"23";"31";"[[2, 1], [3, 1], [7, 1], [9, 1], [8, 2], [10, 2], [12, 2], [5, 3], [8, 3], [12, 3], [6, 4], [8, 5], [12, 5], [8, 6], [9, 6], [10, 6], [11, 6], [8, 7], [11, 7], [9, 8]]";"20";"23126"
"23";"31";"[[3, 1], [5, 1], [6, 1], [10, 1], [11, 1], [9, 2], [6, 3], [7, 3], [10, 3], [6, 4], [10, 4], [8, 5], [9, 5], [10, 5], [11, 5], [8, 6], [9, 6], [11, 6], [10, 7], [11, 9]]";"20";"23028"
"23";"31";"[[3, 1], [6, 1], [7, 1], [8, 1], [9, 1], [5, 2], [7, 2], [6, 3], [10, 3], [11, 3], [6, 4], [8, 4], [10, 4], [11, 4], [11, 5], [8, 6], [10, 6], [9, 7], [11, 9], [11, 10]]";"20";"22991"
"23";"31";"[[5, 1], [10, 1], [11, 1], [3, 2], [4, 3], [5, 3], [6, 3], [7, 4], [8, 4], [9, 4], [11, 4], [6, 5], [8, 5], [9, 5], [11, 5], [10, 6], [8, 7], [9, 7], [10, 7], [11, 7]]";"20";"22990"
"23";"26";"[[2, 1], [5, 1], [6, 1], [7, 1], [3, 2], [5, 2], [6, 2], [8, 2], [10, 2], [12, 2], [5, 3], [8, 3], [9, 3], [11, 3], [11, 4], [12, 4], [6, 5], [10, 6], [11, 9], [11, 10]]";"20";"23103"
"23";"26";"[[2, 1], [3, 1], [4, 1], [7, 1], [10, 1], [4, 2], [7, 2], [11, 2], [4, 3], [5, 3], [8, 3], [7, 4], [11, 4], [6, 5], [7, 5], [11, 5], [9, 7], [10, 7], [9, 8], [10, 8]]";"20";"22989"
"24";"24";"[[2, 1], [3, 1], [5, 1], [6, 1], [3, 2], [4, 2], [6, 2], [10, 2], [11, 2], [8, 3], [10, 3], [5, 4], [8, 4], [11, 4], [9, 5], [8, 6], [9, 6], [10, 6], [9, 7], [9, 8]]";"20";"22987"
"16";"47";"[[3, 1], [9, 1], [4, 2], [5, 2], [11, 2], [5, 3], [6, 3], [7, 3], [5, 4], [7, 4], [8, 5], [9, 5], [11, 5], [9, 6], [10, 6], [11, 6], [8, 7], [10, 7], [9, 8], [10, 8]]";"20";"23057"
"16";"47";"[[5, 1], [8, 1], [10, 1], [11, 1], [4, 2], [10, 2], [4, 3], [10, 3], [6, 4], [9, 4], [6, 5], [8, 5], [10, 5], [11, 5], [7, 6], [8, 6], [9, 7], [10, 7], [10, 8], [11, 10]]";"20";"23005"
"16";"47";"[[2, 1], [8, 1], [3, 2], [4, 2], [9, 2], [7, 3], [9, 3], [10, 3], [11, 3], [5, 4], [7, 4], [6, 5], [8, 5], [9, 5], [8, 6], [9, 6], [10, 7], [11, 7], [11, 8], [11, 9]]";"20";"22985"
"29";"29";"[[2, 1], [4, 1], [10, 1], [7, 2], [9, 2], [6, 3], [8, 3], [9, 3], [11, 3], [6, 4], [8, 4], [7, 5], [11, 5], [9, 6], [11, 6], [8, 7], [10, 7], [10, 9], [11, 9], [11, 10]]";"20";"22994"
"29";"29";"[[8, 1], [9, 1], [3, 2], [5, 2], [7, 2], [8, 2], [10, 2], [11, 2], [11, 3], [6, 4], [9, 4], [10, 5], [11, 5], [8, 6], [8, 7], [11, 7], [10, 8], [11, 8], [10, 9], [11, 9]]";"20";"22984"
"19";"41";"[[4, 1], [6, 1], [9, 1], [4, 2], [5, 2], [9, 2], [10, 2], [6, 3], [5, 4], [7, 4], [8, 4], [7, 5], [11, 5], [9, 6], [10, 6], [8, 7], [11, 7], [10, 8], [10, 9], [11, 9]]";"20";"23032"
"19";"41";"[[3, 1], [5, 1], [8, 1], [9, 1], [4, 2], [5, 2], [7, 3], [10, 3], [7, 4], [8, 4], [6, 5], [10, 5], [7, 6], [8, 6], [10, 6], [11, 6], [9, 7], [11, 7], [10, 9], [11, 9]]";"20";"23003"
"19";"41";"[[3, 1], [6, 1], [10, 1], [4, 2], [7, 2], [8, 2], [10, 2], [7, 3], [8, 4], [9, 4], [7, 5], [11, 5], [7, 6], [8, 6], [9, 6], [8, 7], [9, 7], [10, 7], [10, 8], [11, 10]]";"20";"22981"
"13";"53";"[[4, 1], [5, 1], [6, 1], [7, 1], [6, 2], [9, 2], [11, 2], [4, 3], [5, 3], [11, 3], [7, 4], [9, 4], [10, 4], [11, 4], [12, 5], [7, 6], [9, 6], [8, 7], [12, 8], [11, 9]]";"20";"23121"
"13";"53";"[[4, 1], [7, 1], [8, 1], [4, 2], [7, 2], [9, 2], [10, 2], [5, 3], [6, 3], [9, 3], [11, 3], [7, 4], [9, 4], [11, 4], [8, 5], [11, 5], [7, 6], [9, 8], [10, 9], [11, 10]]";"20";"23070"
"13";"53";"[[7, 1], [10, 1], [3, 2], [4, 2], [8, 2], [4, 3], [5, 3], [8, 3], [10, 3], [6, 4], [9, 4], [7, 5], [9, 5], [10, 5], [7, 6], [9, 6], [10, 6], [9, 7], [9, 8], [10, 8]]";"20";"22972"
"15";"43";"[[2, 1], [7, 1], [9, 1], [10, 1], [4, 2], [6, 2], [7, 2], [5, 3], [6, 3], [9, 3], [5, 4], [6, 5], [10, 5], [7, 6], [8, 6], [9, 6], [8, 7], [9, 7], [10, 7], [10, 9]]";"20";"22963"
"26";"26";"[[2, 1], [3, 1], [4, 1], [7, 1], [10, 1], [4, 2], [6, 2], [5, 3], [6, 3], [7, 3], [9, 4], [10, 4], [6, 5], [8, 6], [9, 6], [8, 7], [10, 7], [9, 8], [10, 8], [10, 9]]";"20";"22961"
"22";"26";"[[5, 1], [7, 1], [3, 2], [5, 2], [6, 2], [8, 2], [9, 2], [4, 3], [5, 3], [7, 3], [8, 3], [9, 3], [5, 4], [6, 4], [10, 4], [8, 5], [7, 6], [9, 7], [10, 8], [10, 9]]";"20";"22949"
"12";"54";"[[5, 1], [8, 1], [9, 1], [4, 2], [7, 2], [9, 2], [10, 2], [4, 3], [8, 3], [5, 4], [6, 4], [8, 4], [7, 5], [8, 5], [7, 6], [9, 6], [10, 6], [9, 7], [10, 7], [10, 9]]";"20";"22946"
"25";"25";"[[2, 1], [5, 1], [7, 1], [9, 1], [10, 1], [3, 2], [6, 2], [7, 2], [9, 2], [11, 2], [5, 3], [6, 4], [7, 4], [11, 4], [10, 5], [8, 6], [11, 6], [9, 7], [9, 8], [11, 10]]";"20";"23044"
"25";"25";"[[3, 1], [8, 1], [6, 2], [8, 2], [9, 2], [5, 3], [7, 3], [8, 3], [9, 3], [10, 3], [5, 4], [6, 4], [8, 4], [10, 4], [6, 5], [7, 6], [8, 6], [9, 7], [9, 8], [10, 8]]";"20";"22943"
"25";"29";"[[2, 1], [5, 1], [6, 1], [6, 2], [7, 2], [10, 2], [7, 3], [8, 3], [10, 3], [8, 4], [9, 4], [10, 4], [7, 6], [8, 6], [9, 6], [10, 6], [8, 7], [9, 7], [10, 7], [10, 9]]";"20";"22941"
"19";"35";"[[6, 1], [8, 1], [4, 2], [6, 2], [8, 2], [9, 2], [4, 3], [9, 3], [5, 4], [8, 4], [9, 4], [10, 4], [7, 5], [10, 5], [7, 6], [9, 6], [10, 6], [8, 7], [9, 7], [10, 7]]";"20";"22937"
"13";"43";"[[3, 1], [5, 1], [9, 1], [10, 1], [4, 2], [5, 2], [6, 2], [7, 2], [9, 2], [10, 2], [7, 3], [10, 3], [6, 4], [9, 4], [10, 4], [7, 5], [8, 6], [9, 6], [9, 8], [10, 9]]";"20";"22936"
"11";"55";"[[2, 1], [3, 1], [4, 1], [3, 2], [5, 2], [6, 2], [9, 2], [10, 2], [6, 3], [7, 3], [9, 3], [7, 4], [6, 5], [9, 5], [7, 6], [8, 6], [8, 7], [9, 7], [9, 8], [10, 8]]";"20";"22944"
"11";"55";"[[2, 1], [3, 1], [4, 1], [5, 1], [6, 1], [3, 2], [4, 2], [5, 2], [7, 2], [6, 3], [10, 3], [8, 4], [9, 4], [6, 5], [7, 6], [8, 7], [9, 7], [10, 7], [10, 8], [10, 9]]";"20";"22939"
"11";"55";"[[6, 1], [9, 1], [4, 2], [5, 2], [8, 2], [9, 2], [10, 2], [4, 3], [5, 3], [7, 3], [10, 3], [6, 4], [8, 4], [9, 4], [10, 4], [9, 5], [10, 5], [9, 7], [10, 7], [10, 8]]";"20";"22934"
"18";"31";"[[2, 1], [7, 1], [8, 1], [9, 1], [10, 1], [3, 2], [8, 2], [9, 2], [4, 3], [5, 4], [8, 4], [9, 4], [10, 4], [6, 5], [7, 5], [8, 5], [7, 6], [10, 6], [9, 7], [9, 8]]";"20";"22930"
"21";"31";"[[2, 1], [5, 1], [9, 1], [4, 2], [6, 2], [7, 2], [8, 2], [4, 3], [7, 3], [7, 4], [10, 4], [11, 4], [7, 5], [8, 5], [11, 5], [8, 6], [9, 6], [11, 6], [10, 7], [9, 8]]";"20";"23025"
"21";"31";"[[5, 1], [8, 1], [3, 2], [4, 2], [5, 2], [8, 2], [4, 3], [6, 3], [8, 3], [10, 3], [7, 4], [10, 4], [6, 5], [10, 5], [7, 6], [8, 6], [9, 6], [10, 7], [9, 8], [10, 8]]";"20";"22920"
"19";"29";"[[4, 1], [5, 1], [6, 1], [7, 1], [9, 1], [5, 2], [6, 2], [7, 2], [9, 2], [4, 3], [5, 3], [8, 3], [9, 3], [10, 3], [10, 4], [6, 5], [8, 7], [10, 7], [9, 8], [10, 9]]";"20";"22918"
"15";"42";"[[9, 1], [4, 2], [5, 2], [6, 2], [7, 2], [8, 2], [9, 2], [10, 2], [4, 3], [7, 3], [8, 4], [9, 4], [6, 5], [7, 5], [10, 5], [8, 6], [9, 6], [9, 7], [10, 7], [9, 8]]";"20";"22917"
"16";"34";"[[3, 1], [6, 1], [7, 1], [9, 1], [4, 2], [5, 2], [7, 2], [8, 2], [5, 3], [6, 3], [7, 3], [5, 4], [6, 4], [7, 4], [10, 4], [7, 5], [8, 5], [10, 6], [10, 8], [10, 9]]";"20";"22909"
"12";"53";"[[4, 1], [8, 1], [9, 1], [10, 1], [5, 2], [6, 2], [7, 2], [8, 2], [10, 2], [6, 3], [7, 3], [5, 4], [7, 4], [7, 5], [9, 5], [9, 6], [10, 7], [9, 8], [10, 8], [10, 9]]";"20";"22908"
"16";"38";"[[4, 1], [5, 1], [7, 1], [4, 2], [5, 2], [8, 2], [9, 2], [4, 3], [5, 3], [5, 4], [6, 4], [8, 4], [8, 5], [9, 5], [10, 5], [7, 6], [9, 6], [8, 7], [10, 7], [10, 8]]";"20";"22907"
"14";"41";"[[2, 1], [3, 1], [4, 1], [5, 1], [6, 1], [3, 2], [6, 2], [7, 2], [5, 3], [8, 3], [5, 4], [6, 4], [8, 4], [10, 4], [8, 5], [9, 5], [10, 5], [10, 7], [9, 8], [10, 9]]";"20";"22906"
"21";"29";"[[3, 1], [4, 1], [5, 1], [8, 1], [10, 1], [4, 2], [8, 2], [9, 2], [5, 3], [9, 3], [5, 4], [6, 4], [8, 4], [9, 4], [9, 5], [10, 5], [8, 7], [10, 7], [9, 8], [10, 9]]";"20";"22925"
"21";"29";"[[3, 1], [4, 1], [10, 1], [3, 2], [4, 2], [5, 2], [6, 2], [10, 2], [6, 3], [8, 3], [5, 4], [6, 4], [10, 4], [7, 5], [9, 5], [7, 6], [8, 7], [10, 7], [9, 8], [10, 9]]";"20";"22905"
"10";"67";"[[2, 1], [3, 1], [5, 1], [6, 1], [8, 1], [3, 2], [7, 2], [10, 2], [7, 3], [6, 4], [9, 4], [7, 5], [9, 5], [7, 6], [8, 6], [10, 6], [9, 7], [10, 7], [9, 8], [10, 9]]";"20";"22952"
"10";"67";"[[5, 1], [9, 1], [6, 2], [7, 2], [9, 2], [4, 3], [7, 3], [8, 3], [10, 3], [6, 4], [7, 4], [8, 4], [9, 4], [8, 5], [10, 5], [8, 6], [9, 6], [10, 6], [9, 7], [10, 9]]";"20";"22903"
"14";"43";"[[6, 1], [3, 2], [4, 2], [8, 2], [10, 2], [5, 3], [6, 3], [7, 3], [9, 3], [5, 4], [6, 4], [7, 4], [9, 4], [10, 4], [7, 5], [8, 5], [7, 6], [8, 6], [9, 8], [10, 8]]";"20";"22900"
"21";"27";"[[2, 1], [4, 1], [5, 1], [3, 2], [5, 2], [7, 2], [9, 2], [4, 3], [6, 3], [7, 4], [8, 4], [9, 4], [10, 4], [6, 5], [7, 5], [8, 5], [8, 6], [8, 7], [9, 7], [10, 7]]";"20";"22898"
"17";"43";"[[8, 1], [9, 1], [3, 2], [4, 2], [5, 2], [7, 2], [6, 3], [7, 3], [9, 3], [10, 3], [7, 4], [8, 4], [7, 5], [9, 6], [8, 7], [9, 7], [10, 7], [9, 8], [10, 8], [10, 9]]";"20";"22897"
"11";"53";"[[2, 1], [5, 1], [6, 1], [8, 1], [9, 1], [6, 2], [7, 2], [8, 2], [8, 3], [10, 3], [5, 4], [6, 4], [9, 4], [10, 4], [7, 5], [9, 5], [8, 6], [8, 7], [9, 7], [10, 9]]";"20";"22945"
"11";"53";"[[2, 1], [7, 1], [8, 1], [9, 1], [10, 1], [6, 2], [10, 2], [4, 3], [5, 3], [8, 3], [5, 4], [7, 4], [10, 4], [7, 5], [10, 5], [7, 6], [10, 6], [8, 7], [9, 7], [10, 7]]";"20";"22927"
"11";"53";"[[2, 1], [3, 1], [6, 1], [8, 1], [6, 2], [9, 2], [4, 3], [5, 3], [6, 3], [7, 3], [9, 3], [5, 4], [6, 4], [7, 5], [7, 6], [9, 6], [10, 6], [8, 7], [10, 7], [10, 8]]";"20";"22896"
"19";"28";"[[2, 1], [5, 1], [7, 1], [8, 1], [9, 1], [3, 2], [7, 2], [8, 2], [9, 2], [10, 2], [6, 3], [7, 3], [9, 3], [6, 4], [8, 5], [9, 5], [7, 6], [10, 6], [10, 7], [10, 8]]";"20";"22895"
"11";"49";"[[3, 1], [4, 1], [6, 1], [7, 1], [4, 2], [6, 2], [10, 2], [4, 3], [6, 3], [7, 3], [10, 3], [6, 4], [7, 4], [9, 4], [10, 4], [6, 5], [7, 6], [8, 6], [10, 6], [10, 9]]";"20";"22975"
"11";"49";"[[2, 1], [3, 1], [6, 1], [7, 1], [8, 1], [3, 2], [5, 2], [6, 2], [6, 3], [7, 3], [10, 3], [5, 4], [6, 4], [7, 4], [7, 5], [8, 5], [9, 6], [9, 7], [9, 8], [10, 8]]";"20";"22928"
"11";"49";"[[2, 1], [7, 1], [8, 1], [10, 1], [7, 2], [9, 2], [10, 2], [5, 3], [7, 3], [8, 3], [9, 3], [10, 3], [6, 4], [7, 4], [9, 4], [10, 4], [6, 5], [7, 6], [9, 7], [10, 8]]";"20";"22894"
"22";"34";"[[2, 1], [3, 1], [6, 1], [7, 1], [9, 1], [4, 2], [6, 3], [10, 3], [7, 4], [8, 4], [10, 4], [6, 5], [10, 5], [9, 6], [8, 7], [9, 7], [10, 7], [9, 8], [10, 8], [10, 9]]";"20";"22891"
"14";"37";"[[6, 1], [9, 1], [10, 1], [3, 2], [5, 2], [6, 2], [9, 2], [10, 2], [4, 3], [5, 3], [7, 3], [9, 3], [7, 4], [8, 4], [9, 4], [10, 4], [7, 6], [8, 6], [8, 7], [10, 7]]";"20";"22892"
"14";"37";"[[4, 1], [7, 1], [8, 1], [9, 1], [10, 1], [3, 2], [4, 2], [9, 2], [10, 2], [6, 3], [7, 3], [5, 4], [8, 4], [9, 4], [10, 4], [7, 5], [8, 5], [10, 5], [8, 7], [10, 8]]";"20";"22890"
"20";"29";"[[7, 1], [8, 1], [10, 1], [3, 2], [6, 2], [7, 2], [8, 2], [9, 2], [10, 2], [5, 3], [9, 3], [7, 4], [10, 4], [6, 5], [7, 5], [10, 5], [7, 6], [10, 6], [10, 7], [9, 8]]";"20";"22889"
"10";"61";"[[2, 1], [3, 1], [7, 1], [8, 1], [3, 2], [5, 2], [6, 2], [10, 2], [5, 3], [7, 3], [5, 4], [8, 4], [7, 5], [9, 5], [7, 6], [9, 6], [10, 6], [8, 7], [9, 8], [10, 9]]";"20";"22883"
"14";"46";"[[3, 1], [5, 1], [3, 2], [9, 2], [5, 3], [6, 3], [8, 3], [9, 3], [6, 4], [7, 4], [8, 4], [9, 4], [6, 5], [8, 5], [9, 5], [8, 6], [9, 6], [8, 7], [9, 7], [9, 8]]";"20";"22875"
